filename,box_topleft_x,box_topleft_y,box_width,box_height,image_width,image_height,box_bottomright_x,box_bottomright_y,max_box_dim,file_path,face_number,face_img
Image_1008.jpg,277,163,182,173,800,533,459,336,182,daskShared_local/images/Image_1008.jpg,1008,"[array([[[253, 253, 250],
        [254, 253, 252],
        [253, 254, 252],
        ...,
        [ 51,  57,  71],
        [ 63,  68,  82],
        [ 79,  85,  99]],

       [[253, 245, 218],
        [250, 244, 216],
        [248, 244, 216],
        ...,
        [ 56,  57,  66],
        [ 65,  66,  76],
        [ 80,  81,  91]],

       [[219, 207, 175],
        [217, 206, 174],
        [217, 207, 175],
        ...,
        [ 72,  72,  80],
        [ 51,  51,  61],
        [ 53,  53,  63]],

       ...,

       [[114,  78,  62],
        [132,  96,  80],
        [155, 119, 103],
        ...,
        [103,  89,  80],
        [107,  93,  84],
        [106,  92,  83]],

       [[113,  78,  58],
        [133,  98,  79],
        [167, 132, 113],
        ...,
        [107,  93,  84],
        [108,  94,  85],
        [106,  92,  83]],

       [[144, 109,  89],
        [155, 120, 100],
        [179, 144, 124],
        ...,
        [124, 110, 101],
        [117, 103,  94],
        [107,  93,  84]]], dtype=uint8)]"
Image_1009.jpg,311,210,193,198,1000,600,504,408,198,daskShared_local/images/Image_1009.jpg,1009,"[array([[[  1, 146, 193],
        [  1, 146, 193],
        [  1, 146, 193],
        ...,
        [  1, 158, 201],
        [  1, 158, 201],
        [  1, 158, 201]],

       [[  1, 146, 193],
        [  1, 146, 193],
        [  1, 146, 193],
        ...,
        [  1, 158, 201],
        [  1, 158, 201],
        [  1, 158, 201]],

       [[  1, 146, 193],
        [  1, 146, 193],
        [  1, 146, 193],
        ...,
        [  1, 158, 201],
        [  1, 158, 201],
        [  1, 158, 201]],

       ...,

       [[204, 176,  69],
        [183, 156,  51],
        [135, 110,   9],
        ...,
        [243, 213, 140],
        [247, 217, 145],
        [251, 221, 151]],

       [[236, 201, 107],
        [227, 192,  90],
        [200, 163,  57],
        ...,
        [248, 221, 150],
        [250, 223, 154],
        [252, 224, 159]],

       [[231, 192, 117],
        [224, 179,  94],
        [226, 181,  88],
        ...,
        [249, 224, 157],
        [250, 225, 159],
        [250, 225, 161]]], dtype=uint8)]"
Image_101.jpg,429,216,123,170,900,600,552,386,170,daskShared_local/images/Image_101.jpg,101,"[array([[[  5, 109, 164],
        [  4, 108, 163],
        [  4, 108, 163],
        ...,
        [  5, 119, 171],
        [  5, 119, 171],
        [  5, 119, 171]],

       [[  5, 109, 164],
        [  4, 108, 163],
        [  4, 108, 163],
        ...,
        [  4, 118, 170],
        [  5, 119, 171],
        [  5, 119, 171]],

       [[  5, 109, 164],
        [  4, 108, 163],
        [  4, 108, 163],
        ...,
        [  4, 118, 170],
        [  4, 118, 170],
        [  5, 119, 171]],

       ...,

       [[ 73,  68,  31],
        [ 68,  64,  30],
        [ 78,  74,  42],
        ...,
        [  5,  92, 143],
        [  5,  92, 144],
        [  5,  92, 144]],

       [[ 75,  67,  42],
        [ 70,  62,  39],
        [ 70,  62,  40],
        ...,
        [  3,  93, 147],
        [  3,  92, 150],
        [  3,  92, 150]],

       [[ 96,  88,  53],
        [ 78,  69,  38],
        [ 63,  55,  26],
        ...,
        [  3,  93, 146],
        [  3,  92, 149],
        [  3,  92, 150]]], dtype=uint8)]"
Image_1010.jpg,423,144,250,263,1200,822,673,407,263,daskShared_local/images/Image_1010.jpg,1010,"[array([[[  4, 149, 176],
        [  2, 146, 173],
        [  0, 143, 170],
        ...,
        [  1, 160, 189],
        [  1, 161, 189],
        [  0, 161, 189]],

       [[  2, 147, 174],
        [  0, 145, 172],
        [  0, 144, 171],
        ...,
        [  2, 161, 190],
        [  1, 161, 190],
        [  1, 162, 190]],

       [[  0, 144, 171],
        [  0, 144, 171],
        [  0, 145, 172],
        ...,
        [  1, 160, 189],
        [  0, 160, 188],
        [  0, 159, 187]],

       ...,

       [[ 87, 107,  51],
        [ 76,  93,  44],
        [ 69,  84,  44],
        ...,
        [188, 164, 110],
        [200, 170, 119],
        [197, 159, 104]],

       [[ 93, 109,  52],
        [ 80,  96,  46],
        [ 67,  83,  41],
        ...,
        [131, 111,  55],
        [125,  98,  48],
        [125,  89,  39]],

       [[ 94, 110,  50],
        [ 86, 101,  49],
        [ 70,  87,  42],
        ...,
        [ 94,  77,  28],
        [ 86,  65,  24],
        [ 95,  67,  27]]], dtype=uint8)]"
Image_1011.jpg,34,71,243,200,800,600,277,271,243,daskShared_local/images/Image_1011.jpg,1011,"[array([[[  0, 150, 203],
        [  5, 155, 207],
        [  5, 155, 205],
        ...,
        [ 17, 177, 225],
        [ 20, 177, 225],
        [ 20, 176, 227]],

       [[  2, 151, 207],
        [  7, 158, 209],
        [ 12, 163, 211],
        ...,
        [ 14, 175, 221],
        [ 19, 178, 225],
        [ 21, 179, 227]],

       [[  3, 153, 207],
        [  5, 157, 206],
        [ 15, 166, 213],
        ...,
        [ 19, 177, 223],
        [ 21, 179, 224],
        [ 22, 180, 227]],

       ...,

       [[ 74, 140, 110],
        [ 69, 137, 103],
        [ 66, 136, 100],
        ...,
        [ 83,  42,  32],
        [ 77,  37,  29],
        [ 75,  36,  26]],

       [[ 72, 136, 108],
        [ 67, 134, 101],
        [ 62, 132,  97],
        ...,
        [ 61,  12,   6],
        [ 55,   6,   1],
        [ 58,  10,   4]],

       [[ 67, 128, 102],
        [ 68, 133, 102],
        [ 63, 130,  97],
        ...,
        [ 71,  13,  10],
        [ 61,   6,   2],
        [ 59,   6,   0]]], dtype=uint8)]"
Image_1012.jpg,965,124,286,382,1686,1216,1251,506,382,daskShared_local/images/Image_1012.jpg,1012,"[array([[[122, 181, 213],
        [123, 182, 214],
        [124, 183, 215],
        ...,
        [164, 201, 227],
        [163, 202, 228],
        [163, 203, 229]],

       [[122, 182, 214],
        [123, 182, 214],
        [124, 183, 215],
        ...,
        [164, 201, 227],
        [163, 202, 228],
        [163, 203, 229]],

       [[120, 181, 212],
        [120, 181, 212],
        [121, 181, 213],
        ...,
        [164, 203, 229],
        [163, 203, 228],
        [163, 203, 228]],

       ...,

       [[211, 223, 208],
        [210, 223, 209],
        [213, 225, 212],
        ...,
        [ 78, 162, 199],
        [ 78, 162, 199],
        [ 76, 160, 197]],

       [[209, 218, 204],
        [212, 224, 210],
        [212, 224, 212],
        ...,
        [ 77, 161, 198],
        [ 76, 161, 198],
        [ 77, 161, 198]],

       [[199, 206, 193],
        [196, 206, 194],
        [203, 214, 205],
        ...,
        [ 76, 161, 198],
        [ 74, 159, 197],
        [ 75, 160, 198]]], dtype=uint8)]"
Image_1013.jpg,688,249,471,532,1920,1080,1159,781,532,daskShared_local/images/Image_1013.jpg,1013,"[array([[[  1, 120, 202],
        [  1, 120, 202],
        [  1, 120, 202],
        ...,
        [  1, 117, 202],
        [  1, 117, 202],
        [  1, 117, 202]],

       [[  1, 120, 202],
        [  1, 120, 202],
        [  1, 120, 202],
        ...,
        [  1, 117, 202],
        [  1, 117, 202],
        [  1, 117, 202]],

       [[  1, 120, 202],
        [  1, 120, 202],
        [  1, 120, 202],
        ...,
        [  1, 116, 201],
        [  1, 117, 201],
        [  1, 117, 201]],

       ...,

       [[ 55,  70,  55],
        [ 78,  98,  77],
        [122, 145, 122],
        ...,
        [156, 142, 111],
        [152, 138, 103],
        [149, 138,  97]],

       [[ 75,  92,  77],
        [ 90, 108,  86],
        [111, 129, 103],
        ...,
        [177, 165, 131],
        [178, 165, 131],
        [165, 153, 119]],

       [[102, 119,  99],
        [111, 123,  99],
        [133, 143, 114],
        ...,
        [193, 185, 148],
        [194, 186, 150],
        [192, 183, 151]]], dtype=uint8)]"
Image_1014.jpg,253,368,854,681,1512,1231,1107,1049,854,daskShared_local/images/Image_1014.jpg,1014,"[array([[[ 78,  88,  80],
        [ 75,  86,  78],
        [ 74,  85,  77],
        ...,
        [ 77, 114,  80],
        [ 77, 111,  79],
        [ 76, 108,  79]],

       [[ 77,  86,  78],
        [ 74,  84,  76],
        [ 74,  84,  76],
        ...,
        [ 82, 119,  83],
        [ 78, 111,  78],
        [ 76, 107,  79]],

       [[ 75,  85,  76],
        [ 73,  85,  76],
        [ 75,  87,  78],
        ...,
        [ 85, 121,  86],
        [ 81, 114,  81],
        [ 78, 109,  80]],

       ...,

       [[255, 238, 215],
        [254, 238, 216],
        [255, 240, 215],
        ...,
        [228, 197, 155],
        [236, 210, 168],
        [230, 205, 166]],

       [[254, 236, 213],
        [254, 237, 216],
        [254, 238, 215],
        ...,
        [239, 216, 181],
        [244, 224, 189],
        [238, 217, 181]],

       [[254, 235, 211],
        [254, 237, 212],
        [253, 236, 215],
        ...,
        [244, 223, 194],
        [241, 222, 192],
        [241, 226, 193]]], dtype=uint8)]"
Image_1015.jpg,411,160,832,655,1500,1000,1243,815,832,daskShared_local/images/Image_1015.jpg,1015,"[array([[[  4,  57,  65],
        [  3,  58,  65],
        [  3,  58,  65],
        ...,
        [170, 163, 174],
        [123, 120, 152],
        [105, 105, 145]],

       [[  4,  57,  65],
        [  3,  58,  65],
        [  3,  58,  65],
        ...,
        [142, 138, 161],
        [101, 103, 141],
        [ 89,  95, 138]],

       [[  4,  59,  64],
        [  3,  58,  65],
        [  2,  57,  65],
        ...,
        [117, 117, 148],
        [ 94,  98, 138],
        [ 78,  84, 130]],

       ...,

       [[ 94, 118, 162],
        [127, 147, 184],
        [181, 190, 204],
        ...,
        [ 60,  87,  58],
        [ 58,  88,  57],
        [ 58,  88,  57]],

       [[ 89, 112, 158],
        [106, 128, 174],
        [157, 171, 196],
        ...,
        [ 61,  87,  58],
        [ 60,  89,  59],
        [ 58,  89,  58]],

       [[ 88, 112, 157],
        [ 97, 124, 170],
        [138, 158, 191],
        ...,
        [ 63,  89,  59],
        [ 60,  88,  59],
        [ 58,  89,  57]]], dtype=uint8)]"
Image_1016.jpg,472,116,281,322,1600,1019,753,438,322,daskShared_local/images/Image_1016.jpg,1016,"[array([[[ 30, 107, 213],
        [ 30, 107, 213],
        [ 30, 107, 213],
        ...,
        [ 28, 116, 213],
        [ 28, 116, 213],
        [ 28, 116, 213]],

       [[ 30, 107, 213],
        [ 30, 107, 213],
        [ 30, 107, 213],
        ...,
        [ 28, 116, 213],
        [ 28, 116, 213],
        [ 28, 116, 213]],

       [[ 30, 107, 213],
        [ 30, 107, 213],
        [ 30, 107, 213],
        ...,
        [ 28, 116, 213],
        [ 28, 116, 213],
        [ 28, 116, 213]],

       ...,

       [[188, 191, 172],
        [215, 217, 203],
        [220, 222, 210],
        ...,
        [134, 149, 145],
        [159, 179, 173],
        [169, 188, 183]],

       [[217, 220, 201],
        [234, 237, 222],
        [230, 232, 220],
        ...,
        [147, 150, 147],
        [168, 178, 172],
        [151, 160, 154]],

       [[232, 235, 220],
        [236, 238, 225],
        [224, 226, 214],
        ...,
        [150, 137, 134],
        [185, 180, 174],
        [204, 198, 193]]], dtype=uint8)]"
Image_1017.jpg,458,283,160,167,850,567,618,450,167,daskShared_local/images/Image_1017.jpg,1017,"[array([[[202, 165, 135],
        [209, 162, 137],
        [167, 119, 102],
        ...,
        [ 40,  47,  67],
        [ 36,  41,  64],
        [ 48,  50,  65]],

       [[197, 153, 116],
        [190, 136, 110],
        [135,  83,  66],
        ...,
        [ 39,  44,  62],
        [ 44,  45,  64],
        [ 64,  60,  70]],

       [[190, 130, 102],
        [147,  83,  66],
        [122,  66,  52],
        ...,
        [ 43,  44,  60],
        [ 58,  51,  65],
        [ 89,  76,  77]],

       ...,

       [[  9, 124, 235],
        [ 10, 126, 237],
        [ 10, 126, 237],
        ...,
        [ 10, 128, 234],
        [ 10, 128, 234],
        [  9, 127, 233]],

       [[  9, 125, 236],
        [  9, 125, 236],
        [  9, 125, 236],
        ...,
        [ 11, 129, 235],
        [ 10, 128, 234],
        [  9, 127, 233]],

       [[ 10, 126, 237],
        [ 10, 126, 237],
        [ 10, 126, 237],
        ...,
        [ 10, 128, 234],
        [ 11, 129, 235],
        [ 10, 128, 234]]], dtype=uint8)]"
Image_1018.jpg,650,279,320,337,1600,1000,970,616,337,daskShared_local/images/Image_1018.jpg,1018,"[array([[[  1,  72, 164],
        [  0,  71, 163],
        [  0,  71, 163],
        ...,
        [  0,  68, 161],
        [  0,  69, 162],
        [  0,  69, 162]],

       [[  0,  71, 163],
        [  0,  71, 163],
        [  0,  71, 163],
        ...,
        [  1,  67, 161],
        [  2,  68, 162],
        [  2,  68, 162]],

       [[  0,  71, 162],
        [  0,  71, 163],
        [  0,  71, 163],
        ...,
        [  1,  68, 159],
        [  2,  69, 160],
        [  2,  69, 160]],

       ...,

       [[ 30,  36,  21],
        [ 44,  57,  38],
        [ 36,  52,  29],
        ...,
        [100,  85,  59],
        [ 94,  82,  39],
        [ 96,  83,  43]],

       [[ 25,  33,  20],
        [ 36,  50,  33],
        [ 27,  41,  25],
        ...,
        [132, 115,  86],
        [105,  89,  56],
        [100,  84,  50]],

       [[ 26,  34,  20],
        [ 28,  42,  25],
        [ 62,  77,  62],
        ...,
        [154, 138,  95],
        [144, 128,  94],
        [113,  97,  64]]], dtype=uint8)]"
Image_1019.jpg,2409,874,634,620,3840,2160,3043,1494,634,daskShared_local/images/Image_1019.jpg,1019,"[array([[[171, 148, 129],
        [162, 139, 121],
        [162, 140, 125],
        ...,
        [  1, 131, 176],
        [  1, 131, 175],
        [  1, 134, 177]],

       [[126, 104,  83],
        [120,  97,  78],
        [160, 139, 122],
        ...,
        [  1, 131, 177],
        [  0, 131, 177],
        [  2, 135, 178]],

       [[163, 141, 120],
        [184, 162, 141],
        [207, 186, 168],
        ...,
        [  1, 130, 178],
        [  0, 131, 178],
        [  1, 134, 178]],

       ...,

       [[  2, 140, 166],
        [  1, 139, 167],
        [  3, 137, 166],
        ...,
        [  0, 121, 166],
        [  0, 121, 166],
        [  2, 121, 164]],

       [[  1, 141, 166],
        [  0, 140, 167],
        [  2, 138, 167],
        ...,
        [  0, 121, 166],
        [  0, 121, 166],
        [  2, 121, 164]],

       [[  0, 143, 167],
        [  0, 143, 169],
        [  2, 141, 169],
        ...,
        [  0, 121, 166],
        [  0, 121, 166],
        [  2, 121, 163]]], dtype=uint8)]"
Image_102.jpg,738,162,264,194,1050,700,1002,356,264,daskShared_local/images/Image_102.jpg,102,"[array([[[  2, 144, 131],
        [ 24, 160, 151],
        [ 22, 144, 135],
        ...,
        [ 95, 102, 110],
        [ 36,  37,  53],
        [ 30,  36,  49]],

       [[  3, 143, 129],
        [ 16, 155, 140],
        [ 13, 143, 128],
        ...,
        [155, 183, 173],
        [ 43,  75,  85],
        [ 19,  37,  52]],

       [[ 10, 140, 119],
        [  2,  99,  88],
        [  4,  81,  77],
        ...,
        [ 71,  92,  96],
        [ 26,  47,  60],
        [ 22,  35,  47]],

       ...,

       [[ 32,  46,  49],
        [ 34,  48,  51],
        [ 33,  47,  50],
        ...,
        [155, 196, 196],
        [119, 166, 168],
        [ 82, 125, 121]],

       [[ 31,  45,  48],
        [ 32,  46,  49],
        [ 32,  46,  49],
        ...,
        [199, 231, 224],
        [162, 209, 208],
        [ 99, 155, 156]],

       [[ 28,  43,  46],
        [ 31,  46,  49],
        [ 31,  46,  49],
        ...,
        [205, 239, 228],
        [182, 245, 238],
        [124, 202, 204]]], dtype=uint8)]"
Image_1020.jpg,216,439,175,198,2015,1510,391,637,198,daskShared_local/images/Image_1020.jpg,1020,"[array([[[ 45,  42,  33],
        [ 44,  41,  32],
        [ 43,  40,  31],
        ...,
        [ 37,  32,  28],
        [ 31,  26,  22],
        [ 28,  23,  19]],

       [[ 66,  63,  56],
        [ 63,  60,  53],
        [ 61,  58,  51],
        ...,
        [ 45,  40,  36],
        [ 34,  29,  25],
        [ 22,  17,  13]],

       [[ 67,  64,  57],
        [ 57,  54,  47],
        [ 37,  34,  27],
        ...,
        [ 34,  29,  25],
        [ 25,  20,  16],
        [ 16,  11,   7]],

       ...,

       [[144, 142, 130],
        [127, 127, 115],
        [119, 119, 109],
        ...,
        [144, 148, 151],
        [140, 144, 147],
        [135, 139, 142]],

       [[133, 131, 119],
        [116, 116, 106],
        [116, 118, 107],
        ...,
        [137, 141, 142],
        [147, 151, 152],
        [151, 155, 156]],

       [[ 94,  94,  82],
        [ 86,  88,  77],
        [ 96,  98,  87],
        ...,
        [131, 136, 132],
        [141, 146, 142],
        [143, 148, 144]]], dtype=uint8)]"
